anxiety disorders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ataxia,0.3633439,0.030498648,0.7139585,0.18690921,0.10168499,-0.006739371,-0.09921373,-0.20818809,-0.052124873,0.40272197,0.21825832,0.22223385,0.12641282,0.18716967,-0.38714376,-0.35148293,-0.17447467,0.18876982,-0.43276006,0.07619169,-0.21823546,0.08393881,-0.18541792,0.055326406,0.7331406,-0.67243934,-0.24764231,-0.17568962,-0.14150625,-0.4671348,-0.44545078,0.25012594,0.026926508,0.28236076,-0.3303058,0.336758,-0.106108494,0.0770381,0.3401236,-0.5876442,0.0968601,-0.5509837,-0.06997333,0.11036048,0.14454395,0.47577843,-0.82731557,0.15805599,0.2137667,0.1577828,0.030887857,-0.1957008,0.931124,0.3818587,0.058752954,0.18812525,0.30420634,-0.16984786,-0.1973117,0.20168771,0.18544292,-0.084423,-0.15534073,0.057353113
"constriction, pathologic",0.111604065,0.085067116,0.17484803,0.061093803,0.14228697,0.023873415,0.13844499,-0.004852322,-0.11370578,0.27235505,0.043654606,0.08662125,-0.046496063,0.14747345,-0.011743555,-0.120976314,-0.0687865,0.028942488,-0.01451637,-0.11508807,-0.16032577,0.020031901,-0.12641032,0.14343,0.11021945,0.031051325,-0.098927274,-0.090141095,-0.09009406,-0.08484124,-0.15291245,0.18939203,-0.24341953,0.16373697,0.004354236,0.060352053,-0.19805253,-0.09355637,0.10937123,-0.31977066,0.087124564,-0.33899462,0.18317555,0.07828635,0.06815332,0.23745576,-0.33715776,-0.069573216,0.06457497,0.19517317,0.11967367,-0.05388803,0.16540709,0.12350972,-0.01233689,0.09491591,0.005540114,-0.034347408,-0.129922,-0.053540356,0.14220993,-0.002496806,0.14732099,-0.04417508
"epilepsy, tonic-clonic",0.18887009,-0.041580617,0.31499892,0.056395557,-0.055132613,-0.015005685,-0.14335579,-0.38112068,0.030183181,0.24777119,0.2488268,0.29054794,0.04577598,-0.025386149,-0.28519955,-0.006236976,-0.01847404,0.09194311,-0.4109648,-0.00476952,-0.08683893,0.104866445,0.008542248,0.069329605,0.48776382,-0.6105599,-0.042306274,-0.032077156,0.19173917,-0.3843734,-0.212166,0.07603623,0.17163838,0.21235125,-0.35426897,0.3000733,-0.13455804,0.08776064,0.10748887,-0.1418263,0.07448741,-0.1806199,-0.3345408,0.038406275,0.23815982,0.17283179,-0.3571072,0.1746063,0.079034165,0.08117255,0.13981183,-0.065670185,0.47188187,0.06307609,0.08317801,0.0609188,0.42358068,-0.09468172,-0.087907806,0.26942644,0.09929685,0.034227315,-0.080041766,-0.1346017
glycosuria,0.085232005,-0.29978433,0.23796806,-0.008031538,-0.28819022,-0.0623653,-0.012494538,-0.22687688,-0.20082219,0.3490323,0.1630467,0.2724045,-0.208776,0.18192719,-0.21521668,0.28078392,-0.09578467,-0.08878451,-0.296236,-0.12694503,-0.49484256,-0.2994457,0.27157357,0.43404952,0.5911778,-0.18044148,0.058361672,0.043835,0.1187519,-0.079986386,0.02740834,-0.37803265,0.04808345,0.33604708,-0.45438305,0.19506326,0.062916644,-0.105415404,0.27201486,-0.07895833,0.10528904,-0.011129449,-0.49428228,0.44458005,0.19776572,0.26193675,-0.46809426,0.25813073,0.21775131,0.07899682,0.64222455,-0.14293623,0.4105832,0.056948826,-0.02646539,-0.16215466,-0.07338336,0.0777243,-0.24980418,0.24237467,0.18136561,0.5054687,0.17970622,-0.027402405
disorders of excessive somnolence,0.22087124,0.025138093,0.43481988,0.10953365,0.15248719,-0.058470216,-0.025776353,-0.068676755,-0.018042892,0.28302783,0.12494724,0.09955775,0.08784054,0.13825972,-0.12128402,-0.3159492,-0.15680234,0.13202703,-0.1788318,0.04976272,-0.13208762,0.055060934,-0.14751135,-0.015403833,0.34019944,-0.34189853,-0.13997908,-0.109743096,-0.10596733,-0.24402638,-0.23131095,0.17631142,-0.03448726,0.15137683,-0.12199603,0.18535343,-0.08806252,-0.03247039,0.23330711,-0.4378967,0.006903954,-0.35213155,0.11151617,0.07218373,0.1285982,0.3011084,-0.4799154,0.063577116,0.13235658,0.112955645,-0.002995328,-0.16992562,0.45511818,0.24021712,0.025430389,0.1388592,0.13558981,-0.03126514,-0.2083906,0.026305301,0.20498686,-0.12703533,-0.10252376,0.09060249
hypothyroidism,-0.012125681,0.01169063,0.08041745,-0.05825945,0.09523226,0.021358307,0.058874324,-0.13437639,0.004143464,0.12902209,0.12451617,0.051009946,-0.047222216,0.015670508,-0.11076578,0.09471599,0.011689797,-0.043081086,-0.0563664,-0.041658726,-0.12888077,-0.02190469,0.047833957,0.07047723,0.12002905,-0.114052646,0.02071299,0.10729479,0.07887159,-0.09671115,-0.019047465,-0.049783833,0.05403967,0.13798493,-0.13241634,0.08868046,-0.07439866,-0.08885517,0.09410145,-0.038125005,0.01822982,-0.024242893,-0.16192867,0.09303996,0.10906174,0.107957445,-0.11992317,0.008516921,0.06309472,-0.026641857,0.14482301,-0.08329276,0.08801523,0.022578422,0.04313819,0.028235057,0.0996645,-0.029548619,-0.061370533,0.09479801,0.059641596,0.098008364,0.033407558,-0.09517479
myoclonus,0.3551467,0.040318444,0.69054925,0.17951506,0.09756914,-0.023595318,-0.08632408,-0.197023,-0.055840667,0.39171916,0.20700723,0.23612687,0.12894428,0.18351917,-0.3671538,-0.367552,-0.17591412,0.18609856,-0.42723727,0.07158301,-0.22545117,0.089705534,-0.19443889,0.040920284,0.71026224,-0.67148626,-0.26236302,-0.19088455,-0.14423609,-0.46763515,-0.42166752,0.25357407,0.03528027,0.27216196,-0.32065582,0.33108974,-0.110500395,0.08355401,0.34427673,-0.5951924,0.07157607,-0.54858464,-0.05402563,0.104107305,0.16988924,0.46945027,-0.80500776,0.16337839,0.19859318,0.15590017,0.02348195,-0.21057485,0.90918386,0.37621957,0.05417055,0.17665698,0.3141142,-0.14295483,-0.20329858,0.20110348,0.1826998,-0.09628474,-0.1602958,0.061948005
paresis,0.41521665,-0.031403065,0.8311992,0.16155289,0.21861081,-0.08700747,-0.07533405,-0.12623596,0.015337939,0.50639176,0.15260573,0.14614736,0.1747042,0.2907771,-0.3126266,-0.5550963,-0.2842653,0.1673769,-0.27918667,0.09601038,-0.23219058,0.058176447,-0.29354742,0.003817048,0.6473392,-0.58522916,-0.24867591,-0.15868165,-0.2381894,-0.45662642,-0.49006933,0.32675916,-0.037070833,0.272537,-0.30600774,0.36790943,-0.17351292,-0.054265536,0.45893797,-0.7787571,0.03329242,-0.681565,0.1928968,0.19752948,0.25174466,0.5936757,-0.94364744,0.18881004,0.2584512,0.18645276,-0.016931929,-0.32703373,0.8888012,0.47680315,0.043299884,0.21053708,0.14986895,-0.040101998,-0.39034212,0.045627005,0.299342,-0.26699376,-0.16866577,0.16326703
proteinuria,0.1709583,-0.046110533,0.327708,-0.04227636,0.08059417,-0.05635844,-0.05809652,-0.02205052,-0.115759775,0.38287157,-0.020557089,0.109157115,-0.08101321,0.17980926,-0.029053284,-0.02031009,-0.08400503,0.059382178,0.032179795,-0.16590436,-0.42952815,-0.4130565,-0.15565002,0.2521788,0.41125387,0.03387817,-0.04672864,-0.15039466,-0.10744874,-0.058945213,-0.33313358,-0.046437193,-0.2048138,0.17536438,-0.25417855,0.14580022,-0.23583531,-0.15358943,0.2598944,-0.30904713,0.052399978,-0.34788778,0.01270748,0.35262647,0.21320504,0.41856268,-0.7045268,0.1723142,0.43933755,0.113855295,0.48736367,-0.0671914,0.48570943,0.23665099,-0.064516865,0.00190713,-0.08264052,-0.30212235,-0.06273477,-0.0702937,0.3504653,0.42416477,0.043650296,0.12622595
