0,clobazam
1,vinorelbine
2,carvedilol
3,benazepril
4,leflunomide
5,lamotrigine
6,nefazodone
7,trandolapril
8,clopidogrel
9,gemcitabine
10,troglitazone
11,pioglitazone
12,zafirlukast
13,mycophenolate mofetil
14,fluvastatin
15,meloxicam
16,docetaxel
17,olanzapine
18,candesartan
19,telmisartan
20,bosentan
21,cerivastatin
22,rosiglitazone
23,fexofenadine
24,montelukast
25,alitretinoin
26,rofecoxib
27,desloratadine
28,gefitinib
29,sorafenib
30,sunitinib
31,celecoxib
32,sildenafil citrate
33,rosuvastatin calcium
34,valsartan
35,imatinib mesylate
36,sitagliptin phosphate
37,atorvastatin calcium
38,erlotinib hydrochloride
39,quetiapine fumarate
40,ezetimibe
41,dasatinib
42,venlafaxine hydrochloride
43,acebutolol
44,acetaminophen
45,acetazolamide
46,acetylcholine
47,adenosine
48,allopurinol
49,amantadine
50,amiloride
51,amiodarone
52,amitriptyline
53,amphetamine
54,amsacrine
55,antipyrine
56,aspirin
57,betamethasone
58,bezafibrate
59,biperiden
60,bromocriptine
61,bumetanide
62,buprenorphine
63,buspirone
64,caffeine
65,carbamazepine
66,cefazolin
67,ceftriaxone
68,chloramphenicol
69,chloroquine
70,chlorpheniramine
71,chlorpromazine
72,chlorpropamide
73,choline
74,cimetidine
75,ciprofloxacin
76,clofazimine
77,clomiphene
78,clomipramine
79,clonidine
80,clotrimazole
81,clozapine
82,cocaine
83,colchicine
84,cytarabine
85,daunorubicin
86,desipramine
87,dexamethasone
88,dextromethorphan
89,diazepam
90,diclofenac
91,diethylstilbestrol
92,diflunisal
93,digitoxin
94,digoxin
95,dihydroergotamine
96,diltiazem
97,diphenhydramine
98,disopyramide
99,domperidone
100,dopamine
101,doxepin
102,doxorubicin
103,doxycycline
104,enalapril
105,epinephrine
106,ergotamine
107,erythromycin
108,estradiol
109,estramustine
110,"estrogens, conjugated (usp)"
111,estrone
112,ethacrynic acid
113,ethinyl estradiol
114,etoposide
115,fentanyl
116,fluorouracil
117,fluoxetine
118,flupenthixol
119,fluphenazine
120,flurazepam
121,flurbiprofen
122,folic acid
123,furosemide
124,glyburide
125,glycerol
126,haloperidol
127,hydrocortisone
128,ibuprofen
129,imipramine
130,indomethacin
131,ivermectin
132,ketamine
133,ketoconazole
134,ketoprofen
135,levodopa
136,lidocaine
137,loperamide
138,lovastatin
139,maprotiline
140,mebendazole
141,melatonin
142,memantine
143,meprobamate
144,methadone
145,methamphetamine
146,methionine
147,methotrexate
148,methyldopa
149,methylprednisolone
150,metoprolol
151,metyrapone
152,miconazole
153,midazolam
154,midodrine
155,mitoxantrone
156,morphine
157,ipratropium
158,naloxone
159,naltrexone
160,naproxen
161,neostigmine
162,niacin
163,nicardipine
164,nicotine
165,nifedipine
166,nitrazepam
167,nitrendipine
168,norepinephrine
169,norfloxacin
170,ouabain
171,oxprenolol
172,pancuronium
173,phenacetin
174,phenformin
175,phenobarbital
176,phenoxybenzamine
177,phenylbutazone
178,phenytoin
179,pimozide
180,piroxicam
181,prazosin
182,prednisolone
183,prednisone
184,probenecid
185,procainamide
186,progesterone
187,promethazine
188,propafenone
189,propranolol
190,protriptyline
191,quercetin
192,quinacrine
193,quinidine
194,quinine
195,ranitidine
196,reserpine
197,ribavirin
198,riboflavin
199,rifampin
200,sulfasalazine
201,selegiline
202,spironolactone
203,streptozocin
204,sulfinpyrazone
205,sulindac
206,tacrine
207,tamoxifen
208,testosterone
209,tetracycline
210,dronabinol
211,theophylline
212,thiothixene
213,thyroxine
214,timolol
215,tolbutamide
216,tolmetin
217,trazodone
218,tretinoin
219,trifluoperazine
220,trimethoprim
221,trimipramine
222,ursodeoxycholic acid
223,valproic acid
224,verapamil
225,vinblastine
226,vincristine
227,vitamin b 12
228,zidovudine
229,dinoprostone
230,ofloxacin
231,gemfibrozil
232,epirubicin
233,idarubicin
234,citalopram
235,mifepristone
236,felodipine
237,nisoldipine
238,famotidine
239,alfentanil
240,bepridil
241,albendazole
242,mefloquine
243,astemizole
244,terfenadine
245,fluvoxamine
246,arachidonic acid
247,pravastatin
248,paclitaxel
249,ramipril
250,clarithromycin
251,doxazosin
252,etodolac
253,toremifene
254,loratadine
255,cladribine
256,paroxetine
257,itraconazole
258,sumatriptan
259,risperidone
260,riluzole
261,losartan
262,simvastatin
263,genistein
264,sirolimus
265,salicylic acid
266,sertraline
267,mibefradil
268,perindopril
269,anxiety disorders
270,ataxia
271,"constriction, pathologic"
272,"epilepsy, tonic-clonic"
273,glycosuria
274,disorders of excessive somnolence
275,hypothyroidism
276,myoclonus
277,paresis
278,proteinuria
279,seizures
280,stevens-johnson syndrome
281,substance withdrawal syndrome
282,hypophosphatemia
283,neurobehavioral manifestations
284,"vasospasm, intracranial"
285,adenocarcinoma of lung
286,adenocarcinoma
287,agranulocytosis
288,alopecia
289,anemia
290,angina pectoris
291,anorexia
292,asthenia
293,atrial fibrillation
294,atrial flutter
295,autonomic nervous system diseases
296,breast neoplasms
297,carcinoma
298,"carcinoma, non-small-cell lung"
299,"carcinoma, squamous cell"
300,cardiovascular diseases
301,central nervous system diseases
302,constipation
303,dermatitis
304,diarrhea
305,edema
306,erythema
307,fatigue
308,fever
309,gastrointestinal diseases
310,head and neck neoplasms
311,"hearing loss, bilateral"
312,"hearing loss, sensorineural"
313,heart diseases
314,heart failure
315,hematologic diseases
316,hypertension
317,hyponatremia
318,inappropriate adh syndrome
319,kidney diseases
320,leukopenia
321,liver neoplasms
322,lung diseases
323,lung neoplasms
324,melanoma
325,mesothelioma
326,muscular diseases
327,myocardial infarction
328,nausea
329,neoplasm metastasis
330,neoplasms
331,nervous system diseases
332,neuralgia
333,neutropenia
334,ovarian neoplasms
335,pain
336,pancreatic neoplasms
337,pancytopenia
338,paresthesia
339,peripheral nervous system diseases
340,phlebitis
341,polyneuropathies
342,prostatic neoplasms
343,pulmonary embolism
344,spinal cord diseases
345,stomatitis
346,thrombocytopenia
347,thromboembolism
348,tinnitus
349,vascular diseases
350,vomiting
351,"glomerulonephritis, membranous"
352,liver failure
353,myocardial ischemia
354,sepsis
355,venous thrombosis
356,neurotoxicity syndromes
357,mucositis
358,drug-related side effects and adverse reactions
359,albuminuria
360,"arrhythmias, cardiac"
361,bradycardia
362,"cardiomyopathy, dilated"
363,"cardiomyopathy, hypertrophic"
364,cognition disorders
365,dementia
366,drug eruptions
367,diabetic angiopathies
368,"disease models, animal"
369,dizziness
370,endomyocardial fibrosis
371,glioma
372,headache
373,heart arrest
374,"heart defects, congenital"
375,cardiomegaly
376,hyperemia
377,"hypertension, portal"
378,"hypertension, pulmonary"
379,"hypertension, renal"
380,hypotension
381,"hypotension, orthostatic"
382,inflammation
383,insulin resistance
384,"kidney failure, chronic"
385,memory disorders
386,movement disorders
387,cardiomyopathies
388,myocarditis
389,necrosis
390,postoperative complications
391,pruritus
392,quadriplegia
393,rhabdomyolysis
394,sleep wake disorders
395,tachycardia
396,ventricular fibrillation
397,reperfusion injury
398,myocardial reperfusion injury
399,weight loss
400,panic disorder
401,"death, sudden, cardiac"
402,"tachycardia, ventricular"
403,"hypertrophy, left ventricular"
404,"vasculitis, leukocytoclastic, cutaneous"
405,"ventricular dysfunction, left"
406,ventricular dysfunction
407,cocaine-related disorders
408,"infarction, middle cerebral artery"
409,ventricular remodeling
410,stroke
411,coronary stenosis
412,renal insufficiency
413,acute coronary syndrome
414,atrioventricular block
415,chemical and drug induced liver injury
416,acute kidney injury
417,drug overdose
418,cardiotoxicity
419,angioedema
420,cough
421,diabetic nephropathies
422,fibrosis
423,glomerulonephritis
424,"glomerulosclerosis, focal segmental"
425,hepatitis
426,hyperglycemia
427,hyperinsulinism
428,hypertrophy
429,intestinal diseases
430,"neoplasms, experimental"
431,"neovascularization, pathologic"
432,nephrosclerosis
433,nephrotic syndrome
434,uremia
435,glucose intolerance
436,metabolic syndrome x
437,atherosclerosis
438,"abnormalities, multiple"
439,arthritis
440,"arthritis, experimental"
441,"arthritis, rheumatoid"
442,cleft palate
443,erythema multiforme
444,fatty liver
445,"heart septal defects, ventricular"
446,hematuria
447,liver cirrhosis
448,"nephritis, interstitial"
449,neural tube defects
450,vasculitis
451,"limb deformities, congenital"
452,craniofacial abnormalities
453,back pain
454,basal ganglia diseases
455,bipolar disorder
456,blood coagulation disorders
457,child behavior disorders
458,chorea
459,delirium
460,depressive disorder
461,diplopia
462,disseminated intravascular coagulation
463,drug hypersensitivity
464,dystonia
465,eosinophilia
466,epilepsy
467,"epilepsy, generalized"
468,"epilepsies, myoclonic"
469,"epilepsy, absence"
470,exanthema
471,hallucinations
472,hepatomegaly
473,hyperalgesia
474,hyperkinesis
475,erectile dysfunction
476,sleep initiation and maintenance disorders
477,jaundice
478,learning disorders
479,lymphatic diseases
480,"meningitis, aseptic"
481,multiple organ failure
482,nerve degeneration
483,"parkinson disease, secondary"
484,pneumonia
485,"psychoses, substance-induced"
486,schizophrenia
487,status epilepticus
488,tremor
489,"liver failure, acute"
490,mood disorders
491,coma
492,confusion
493,"depressive disorder, major"
494,hepatic encephalopathy
495,liver diseases
496,muscle rigidity
497,myositis
498,"sexual dysfunction, physiological"
499,vision disorders
500,"akathisia, drug-induced"
501,serotonin syndrome
502,coronary vasospasm
503,vertigo
504,neurodegenerative diseases
505,"anemia, aplastic"
506,arterial occlusive diseases
507,cerebral hemorrhage
508,brain ischemia
509,"ischemic attack, transient"
510,cholestasis
511,coronary artery disease
512,coronary disease
513,coronary thrombosis
514,dyspnea
515,hemolytic-uremic syndrome
516,hemorrhage
517,hypesthesia
518,intraoperative complications
519,subarachnoid hemorrhage
520,syncope
521,thrombosis
522,urticaria
523,intracranial hemorrhages
524,anaphylaxis
525,"anemia, hemolytic"
526,hypoxia
527,aphasia
528,urinary bladder neoplasms
529,blindness
530,bone marrow diseases
531,bundle-branch block
532,"carcinoma, renal cell"
533,"carcinoma, transitional cell"
534,uterine cervical neoplasms
535,chest pain
536,deglutition disorders
537,hemolysis
538,"carcinoma, hepatocellular"
539,hodgkin disease
540,hyperbilirubinemia
541,hyperkalemia
542,ischemia
543,"lymphoma, non-hodgkin"
544,multiple myeloma
545,pericardial effusion
546,pulmonary edema
547,"respiratory distress syndrome, adult"
548,"shock, cardiogenic"
549,"tachycardia, supraventricular"
550,colorectal neoplasms
551,abdominal pain
552,"lymphoma, large b-cell, diffuse"
553,lethargy
554,leukoencephalopathies
555,acidosis
556,"cholestasis, intrahepatic"
557,colitis
558,colonic neoplasms
559,diabetes mellitus
560,"diabetes mellitus, experimental"
561,"diabetes mellitus, type 2"
562,hyperlipidemias
563,hyperplasia
564,"liver neoplasms, experimental"
565,"mammary neoplasms, experimental"
566,neoplasm invasiveness
567,precancerous conditions
568,psoriasis
569,pulmonary fibrosis
570,skin neoplasms
571,stomach neoplasms
572,thyroid neoplasms
573,hypertriglyceridemia
574,weight gain
575,"leukemia, myeloid, acute"
576,massive hepatic necrosis
577,precursor cell lymphoblastic leukemia-lymphoma
578,autistic disorder
579,mental disorders
580,brain injuries
581,cystic fibrosis
582,"liver cirrhosis, experimental"
583,obesity
584,parkinson disease
585,dyslipidemias
586,asthma
587,endometriosis
588,leukocytosis
589,migraine disorders
590,pancreatitis
591,pharyngitis
592,sinusitis
593,churg-strauss syndrome
594,"pulmonary disease, chronic obstructive"
595,"abnormalities, drug-induced"
596,"anemia, hemolytic, autoimmune"
597,arteriosclerosis
598,autoimmune diseases
599,fetal diseases
600,gastrointestinal hemorrhage
601,"lupus erythematosus, systemic"
602,lymphoma
603,myasthenia gravis
604,myelodysplastic syndromes
605,nephritis
606,prenatal exposure delayed effects
607,"red-cell aplasia, pure"
608,"signs and symptoms, digestive"
609,"lymphoma, b-cell"
610,polymyositis
611,arthralgia
612,muscle weakness
613,bacterial infections
614,"cell transformation, neoplastic"
615,dermatomyositis
616,diabetic neuropathies
617,dyspepsia
618,hypercholesterolemia
619,osteoarthritis
620,"pain, postoperative"
621,"reflex, abnormal"
622,sialorrhea
623,stomach ulcer
624,premature birth
625,brain diseases
626,cerebellar ataxia
627,cerebral infarction
628,conjunctivitis
629,consciousness disorders
630,esophageal neoplasms
631,flushing
632,hypocalcemia
633,infection
634,pleural effusion
635,sarcoma
636,skin diseases
637,speech disorders
638,thrombophlebitis
639,uterine neoplasms
640,gait ataxia
641,venous thromboembolism
642,"affective disorders, psychotic"
643,amnesia
644,feeding and eating disorders
645,athetosis
646,blepharoptosis
647,catalepsy
648,catatonia
649,cerebrovascular disorders
650,developmental disabilities
651,"dyskinesia, drug-induced"
652,tourette syndrome
653,heart block
654,hyperprolactinemia
655,hypothermia
656,"infant, newborn, diseases"
657,long qt syndrome
658,muscle hypertonia
659,myoglobinuria
660,neuroleptic malignant syndrome
661,neurologic manifestations
662,obsessive-compulsive disorder
663,paranoid disorders
664,polyuria
665,priapism
666,pseudotumor cerebri
667,psychomotor agitation
668,psychotic disorders
669,respiratory insufficiency
670,restless legs syndrome
671,"schizophrenia, paranoid"
672,somnambulism
673,"stress disorders, post-traumatic"
674,stuttering
675,torticollis
676,urinary incontinence
677,urination disorders
678,xerostomia
679,urinary retention
680,hypokinesia
681,stereotypic movement disorder
682,substance-related disorders
683,amphetamine-related disorders
684,"sexual dysfunctions, psychological"
685,parkinsonian disorders
686,dystonic disorders
687,dysphonia
688,fetal growth retardation
689,hypokalemia
690,"obstetric labor, premature"
691,oral ulcer
692,poisoning
693,anuria
694,alzheimer disease
695,brain edema
696,granuloma
697,spinal cord injuries
698,ventricular premature complexes
699,mitochondrial diseases
700,lung injury
701,non-alcoholic fatty liver disease
702,hypersensitivity
703,torsades de pointes
704,nervous system malformations
705,purpura
706,stomach diseases
707,intracranial hypertension
708,acne vulgaris
709,glioblastoma
710,kidney neoplasms
711,"lung diseases, interstitial"
712,leukemia
713,"leukemia, myelogenous, chronic, bcr-abl positive"
714,endometrial neoplasms
715,posterior leukoencephalopathy syndrome
716,atrophy
717,bone diseases
718,cholelithiasis
719,gout
720,"nystagmus, pathologic"
721,peptic ulcer
722,respiration disorders
723,postoperative nausea and vomiting
724,"hypertension, malignant"
725,muscle cramp
726,brain infarction
727,cholangitis
728,cystitis
729,dysarthria
730,photosensitivity disorders
731,testicular diseases
732,demyelinating diseases
733,"disruptive, impulse control, and conduct disorders"
734,shock
735,conduct disorder
736,dyskinesias
737,musculoskeletal diseases
738,respiratory tract infections
739,attention deficit disorder with hyperactivity
740,cataplexy
741,galactorrhea
742,hyperhidrosis
743,"tachycardia, sinus"
744,hot flashes
745,"acidosis, lactic"
746,bile duct diseases
747,cataract
748,"death, sudden"
749,fetal death
750,gastritis
751,hypoglycemia
752,"infertility, female"
753,kidney papillary necrosis
754,"kidney tubular necrosis, acute"
755,methemoglobinemia
756,oliguria
757,pregnancy complications
758,"purpura, schoenlein-henoch"
759,hyperammonemia
760,azotemia
761,apnea
762,"infant, premature, diseases"
763,ocular hypertension
764,papilledema
765,paralysis
766,taste disorders
767,spasm
768,bronchial spasm
769,extravasation of diagnostic and therapeutic materials
770,"sinus arrest, cardiac"
